;text;label;label_id
0;request urgent;urgent;0
1;request import;urgent;0
2;request realli urgent;urgent;0
3;request realli import;urgent;0
4;must complet mission now;urgent;0
5;must complet mission now;urgent;0
6;must complet mission right now;urgent;0
7;must complet mission instantli;urgent;0
8;must complet mission fast;urgent;0
9;must complet mission fast;urgent;0
10;must complet mission right now;urgent;0
11;must complet mission instantli;urgent;0
12;must complet mission fast;urgent;0
13;must complet mission fast;urgent;0
14;must complet mission now urgent;urgent;0
15;must complet mission now urgent;urgent;0
16;must prepar work immedi;urgent;0
17;must prepar work right now;urgent;0
18;must prepar work instantli;urgent;0
19;must prepar work fast;urgent;0
20;must prepar work minut;urgent;0
21;must prepar work immedi;urgent;0
22;must prepar work right now;urgent;0
23;must prepar work instantli;urgent;0
24;must prepar work fast;urgent;0
25;must prepar work minut;urgent;0
26;prepar work immedi;urgent;0
27;prepar work right now;urgent;0
28;prepar work instantli;urgent;0
29;prepar work fast;urgent;0
30;prepar work minut;urgent;0
31;prepar work immedi;urgent;0
32;prepar work right now;urgent;0
33;prepar work instantli;urgent;0
34;prepar work fast;urgent;0
35;prepar work minut;urgent;0
36;need paper quickli;urgent;0
37;need paper fast;urgent;0
38;need paper now;urgent;0
39;need paper right now;urgent;0
40;need paper immedi;urgent;0
41;need paper instantli;urgent;0
42;need paper urgent;urgent;0
43;need paper import;urgent;0
44;must provid product now;urgent;0
45;must provid product right now;urgent;0
46;must provid product immedi;urgent;0
47;must provid product hurri;urgent;0
48;must provid product hurri;urgent;0
49;must provid product fast;urgent;0
50;must provid product fast;urgent;0
51;give headphon instantli;urgent;0
52;give headphon immedi;urgent;0
53;give headphon now;urgent;0
54;give headphon right now;urgent;0
55;must pai bill now;urgent;0
56;must pai bill now;urgent;0
57;must pai bill right now;urgent;0
58;must pai bill right now;urgent;0
59;must pai bill immedi;urgent;0
60;must pai bill immedi;urgent;0
61;need credit card immedi;urgent;0
62;need credit card now;urgent;0
63;need credit card right now;urgent;0
64;need credit card instantli;urgent;0
65;want credit card immedi;urgent;0
66;want credit card now;urgent;0
67;want credit card right now;urgent;0
68;want credit card instantli;urgent;0
69;must give credit card immedi;urgent;0
70;must give credit card now;urgent;0
71;must give credit card right now;urgent;0
72;must give credit card instantli;urgent;0
73;need help pleas complet call now;urgent;0
74;need help pleas complet call right now;urgent;0
75;need help pleas complet call fast;urgent;0
76;need help pleas complet call soon possibl;urgent;0
77;need help pleas complet call fast;urgent;0
78;need help pleas finish call now;urgent;0
79;need help pleas finish call right now;urgent;0
80;need help pleas finish call fast;urgent;0
81;need help pleas finish call fast;urgent;0
82;need help pleas finish call soon possibl;urgent;0
83;need help someth pleas complet call now;urgent;0
84;need help someth pleas complet call right now;urgent;0
85;need help someth pleas complet call fast;urgent;0
86;need help someth pleas complet call fast;urgent;0
87;need help someth pleas complet call soon possibl;urgent;0
88;need help someth pleas finish call now;urgent;0
89;need help someth pleas finish call right now;urgent;0
90;need help someth pleas finish call fast;urgent;0
91;need help someth pleas finish call fast;urgent;0
92;need help someth pleas finish call soon possibl;urgent;0
93;print sheet instantli;urgent;0
94;print sheet immedi;urgent;0
95;print sheet now;urgent;0
96;print sheet right now;urgent;0
97;print sheet hurri;urgent;0
98;print sheet hurri;urgent;0
99;print sheet soon possibl;urgent;0
100;need help immedi;urgent;0
101;need help instantli;urgent;0
102;need help now;urgent;0
103;need help right now;urgent;0
104;need help fast;urgent;0
105;need help fast;urgent;0
106;want help immedi;urgent;0
107;want help instantli;urgent;0
108;want help now;urgent;0
109;want help right now;urgent;0
110;want help fast;urgent;0
111;want help fast;urgent;0
112;call hospit now;urgent;0
113;call hospit right now;urgent;0
114;call hospit immedi;urgent;0
115;call hospit hurri;urgent;0
116;call hospit hurri;urgent;0
117;call polic now;urgent;0
118;call polic right now;urgent;0
119;call polic immedi;urgent;0
120;call polic instantli;urgent;0
121;must give answer now;urgent;0
122;must give answer right now;urgent;0
123;must give answer immedi;urgent;0
124;must give answer fast;urgent;0
125;must give answer fast;urgent;0
126;must give answer soon possibl;urgent;0
127;should work immedi;urgent;0
128;should work now;urgent;0
129;should work right now;urgent;0
130;should work fast;urgent;0
131;should work fast;urgent;0
132;should work instantli;urgent;0
133;must work immedi;urgent;0
134;must work now;urgent;0
135;must work right now;urgent;0
136;must work fast;urgent;0
137;must work fast;urgent;0
138;must work instantli;urgent;0
139;need hospit instantli;urgent;0
140;need hospit immedi;urgent;0
141;need hospit now;urgent;0
142;need hospit right now;urgent;0
143;need hospit fast;urgent;0
144;need hospit fast;urgent;0
145;need hospit hurri;urgent;0
146;need hospit hurri;urgent;0
147;need hospit soon possibl;urgent;0
148;bo demand work instantli;urgent;0
149;bo demand work immedi;urgent;0
150;bo demand work now;urgent;0
151;bo demand work right now;urgent;0
152;bo demand work instantli;urgent;0
153;bo demand work immedi;urgent;0
154;bo demand work now;urgent;0
155;bo demand work right now;urgent;0
156;want extract paper now;urgent;0
157;want extract paper right now;urgent;0
158;want extract paper fast;urgent;0
159;want extract paper fast;urgent;0
160;want extract paper immedi;urgent;0
161;must charg batteri instantli;urgent;0
162;must charg batteri immedi;urgent;0
163;must charg batteri now;urgent;0
164;must charg batteri right now;urgent;0
165;must charg batteri instantli;urgent;0
166;must charg batteri immedi;urgent;0
167;must charg batteri now;urgent;0
168;must charg batteri right now;urgent;0
169;must charg batteri instantli;urgent;0
170;must charg batteri immedi;urgent;0
171;must charg batteri now;urgent;0
172;must charg batteri right now;urgent;0
173;charg batteri instantli;urgent;0
174;charg batteri immedi;urgent;0
175;charg batteri now;urgent;0
176;charg batteri right now;urgent;0
177;should repair car immedi;urgent;0
178;must repair car immedi;urgent;0
179;repair car immedi;urgent;0
180;should repair car now;urgent;0
181;should repair car right now;urgent;0
182;should repair car instantli;urgent;0
183;must repair car now;urgent;0
184;must repair car right now;urgent;0
185;must repair car instantli;urgent;0
186;repair car instantli;urgent;0
187;repair car now;urgent;0
188;repair car right now;urgent;0
189;must complet work now;urgent;0
190;must complet work now;urgent;0
191;must complet work now;urgent;0
192;must complet work now;urgent;0
193;must complet work now;urgent;0
194;mom want finish busi now;urgent;0
195;dad want finish busi now;urgent;0
196;need repair motorcycl now;urgent;0
197;need repair motorcycl right now;urgent;0
198;need repair motorcycl fast;urgent;0
199;need repair motorcycl fast;urgent;0
200;good case excel valu;noturgent;1
201;great jawbon;noturgent;1
202;tie charger convers last minut major problem;noturgent;1
203;mic great;noturgent;1
204;giggl plug get line right get decent volum;noturgent;1
205;sever dozen sever hundr contact imagin fun send on on;noturgent;1
206;razor owner must;noturgent;1
207;needl sai wast monei;noturgent;1
208;wast monei time;noturgent;1
209;sound qualiti great;noturgent;1
210;impress origin batteri extend batteri;noturgent;1
211;two separ mere start notic excess static marbl sound headset;noturgent;1
212;good qualiti though;noturgent;1
213;design odd ear clip not comfort;noturgent;1
214;highli recommend on blue tooth phone;noturgent;1
215;advis everyon not fool;noturgent;1
216;far good;noturgent;1
217;work great;noturgent;1
218;click place wai make wonder long mechan would last;noturgent;1
219;motorola webster follow direct could not get pair;noturgent;1
220;bui us kindl fire absolut love;noturgent;1
221;commerci mislead;noturgent;1
222;yet run new batteri two bar three dai without charg;noturgent;1
223;bui mother problem batteri;noturgent;1
224;great pocket phone combin;noturgent;1
225;ev phone month now sai best mobil phone ev;noturgent;1
226;not think instruct provid help;noturgent;1
227;peopl couldnt hear talk pull earphon talk phone;noturgent;1
228;not hold charg;noturgent;1
229;simpl littl phone us breakag unaccept;noturgent;1
230;product ideal peopl like whose ear sensit;noturgent;1
231;unus move car freewai speed;noturgent;1
232;two year leav contract hate phone;noturgent;1
233;car charger well charger includ make sure never run juic highi recommend;noturgent;1
234;need least min get phone book time first turn phone batteri life short;noturgent;1
235;keep well;noturgent;1
236;poor talk time perform;noturgent;1
237;case great work fine 680;noturgent;1
238;worthless product;noturgent;1
239;great camera that pic nice clear great pictur qualiti;noturgent;1
240;not impress product;noturgent;1
241;nice headset price right;noturgent;1
242;hear garbag audio;noturgent;1
243;excel bluetooth headset;noturgent;1
244;featur want;noturgent;1
245;right mind gon bui batteri;noturgent;1
246;argu version regard drop call return phone two dai;noturgent;1
247;case seem well make;noturgent;1
248;disappoint batteri;noturgent;1
249;not loud enough not turn like should;noturgent;1
250;good protect not make phone bulki;noturgent;1
251;usabl keyboard actual turn pda real world us machin instead neat gadget;noturgent;1
252;phone pretti sturdi ev never larg problem;noturgent;1
253;love thing;noturgent;1
254;everyth fine reason price i e;noturgent;1
255;disappoint;noturgent;1
256;even drop phone stream submerg second still work great;noturgent;1
257;happi 510 complaint on regard sound qualiti end;noturgent;1
258;button bad;noturgent;1
259;essenti forget microsoft tech support;noturgent;1
260;realli recommend facepl sinc look nice eleg cool;noturgent;1
261;headphon great find think perhap best purchas ev make last sever year serious;noturgent;1
262;bui differ phone not;noturgent;1
263;hold phone particular angl parti hear clearli;noturgent;1
264;on big drawback player button phone front cover let paus skip song lock second;noturgent;1
265;week later activ suddenli die;noturgent;1
266;feel comfort headset wear glass get wai sometim;noturgent;1
267;great pod;noturgent;1
268;devic great sever situat;noturgent;1
269;mic not work;noturgent;1
270;even bmw seri fairli quiet troubl hear person sai;noturgent;1
271;great choic;noturgent;1
272;nice dock station home work;noturgent;1
273;beauti phone;noturgent;1
274;love product;noturgent;1
275;not bui 807 wrongli advertis 807;noturgent;1
276;great littl item;noturgent;1
277;love phone handi lot featur;noturgent;1
278;purchas within dai longer work;noturgent;1
279;wear everydai hold well;noturgent;1
280;not good bargain;noturgent;1
281;well packag arriv time work intend;noturgent;1
282;batteri run quickli;noturgent;1
283;item work great break month us;noturgent;1
284;headset easi us everyon love;noturgent;1
285;phone work great;noturgent;1
286;construct headset poor;noturgent;1
287;product excel work better version on boi cheaper;noturgent;1
288;phone load super;noturgent;1
289;product cost much on expect work far better greater eas thing;noturgent;1
290;make sturdi;noturgent;1
291;work great;noturgent;1
292;ear bud plai music on ear;noturgent;1
293;dont wast monei;noturgent;1
294;order;noturgent;1
295;plan us car forget;noturgent;1
296;find product wai big;noturgent;1
297;best ev find far ev try bluetooth on best qualiti listen well eas us;noturgent;1
298;disappoint decis;noturgent;1
299;integr seamlessli motorola razor phone;noturgent;1
300;buyer bewar could flush monei right toilet;noturgent;1
301;definit bargain;noturgent;1
302;price good free ship good purchas;noturgent;1
303;receiv supposedli new motorola 375 appar not match phone charger;noturgent;1
304;pro good camera nice pictur also cool style like black white;noturgent;1
305;huge design flaw unless not us correctli not think case;noturgent;1
306;love 350 headset cabra 350 bluetooth headset great recept good ear piec comfort fit;noturgent;1
307;purchas car charger not work;noturgent;1
308;sound qualiti end excel us headset call wife ask wife us headset call;noturgent;1
309;phone slim light displai beauti;noturgent;1
310;camera although rat impress 1 3 megapixel render imag fall well expect rel high resolut;noturgent;1
311;great product fast ship;noturgent;1
312;absolut great;noturgent;1
313;keyboard nice compromis full qwerti basic cell phone number keypad;noturgent;1
314;get phone around end mai complet unhappi;noturgent;1
315;comfort ear;noturgent;1
316;winner;noturgent;1
317;setup could not simpler;noturgent;1
318;ev try sever differ earpiec cell phone cabra on first on ev find fit ear comfort;noturgent;1
319;could not get strong enough signal;noturgent;1
320;pleas purchas;noturgent;1
321;bad qualiti;noturgent;1
322;get job;noturgent;1
323;great audio;noturgent;1
324;basic servic bad;noturgent;1
325;not work cell phone plug set charger;noturgent;1
326;ev bluetooth week realli like;noturgent;1
327;headset disappoint;noturgent;1
328;small not even realiz get us;noturgent;1
329;accompani softwar almost brilliant;noturgent;1
330;headset work great packag nice avoid damag;noturgent;1
331;definit recommend;noturgent;1
332;buyer care;noturgent;1
333;major logitech earn headset fail;noturgent;1
334;good stuff price;noturgent;1
335;headset work peachi keen;noturgent;1
336;hous get drop coverag upstair coverag basement;noturgent;1
337;voic recognit tremend;noturgent;1
338;wast;noturgent;1
339;sever differ minut call experi drop area bar;noturgent;1
340;not happi item;noturgent;1
341;disappoint;noturgent;1
342;phone take forev charg like hour liter;noturgent;1
343;get phone recommend rel glad;noturgent;1
344;wast time;noturgent;1
345;recept poor;noturgent;1
346;item state includ descript not includ;noturgent;1
347;month screen black sudden;noturgent;1
348;hop;noturgent;1
349;audio qualiti poor poor;noturgent;1
350;absolut problem headset link 8530 blackberri curv;noturgent;1
351;know sound funni seem like sketchi technolog would not work helliwel on work great;noturgent;1
352;ev bui wire headphon sound better;noturgent;1
353;phone fast send kind messag web brows significantli faster previou phone us;noturgent;1
354;nice qualiti build unlik cheap f;noturgent;1
355;item fantast work perfectli;noturgent;1
356;love color;noturgent;1
357;1810 superb;noturgent;1
358;whine internet goeth us thing like;noturgent;1
359;great charger;noturgent;1
360;essenti commun tool not commun;noturgent;1
361;work like charm work on get phone;noturgent;1
362;still maintain monkei should not make headphon obvious not share enough dna copi design human;noturgent;1
363;great valu;noturgent;1
364;not work bought not work;noturgent;1
365;look sharp screen nice clear great graphic;noturgent;1
366;not last long;noturgent;1
367;on thing hate mode set button side;noturgent;1
368;excel servic;noturgent;1
369;thank wast monei;noturgent;1
370;audio qualiti poor;noturgent;1
371;charger tip realli great;noturgent;1
372;file browser offer option on need handsfre great;noturgent;1
373;superb phone great network;noturgent;1
374;connect wife bluetooth motorola s80 phone work like charm whether phone pocket case;noturgent;1
375;put latest 1 15 now like slow crawl lock everi;noturgent;1
376;recogn phone storag devic;noturgent;1
377;like loud buzz overrid convers phone;noturgent;1
378;not bui product;noturgent;1
379;ev bluetooth headset time now still not comfort wai fit ear;noturgent;1
380;sound qualiti good function awesom;noturgent;1
381;phone thorn side realli abhor;noturgent;1
382;recent problem could not stai connect minut disconnect;noturgent;1
383;incred;noturgent;1
384;design flaw;noturgent;1
385;great phone;noturgent;1
386;wast buck;noturgent;1
387;check voic mail night keypad backlight turn second first messag lose;noturgent;1
388;replac die week;noturgent;1
389;ring tone overal good phone bui;noturgent;1
390;late extrem nice help phone;noturgent;1
391;problem wit hit drop signal;noturgent;1
392;not impress;noturgent;1
393;light weight hardli notic;noturgent;1
394;love thin;noturgent;1
395;bad choic;noturgent;1
396;leather case not fit;noturgent;1
397;useless phone simpli deaf;noturgent;1
398;color even prettier think would graphic incred sharp;noturgent;1
399;think good invest;noturgent;1
400;make strang tick nois end call;noturgent;1
401;best electron avail transmitt;noturgent;1
402;batteri last hour;noturgent;1
403;great headset impress 8500;noturgent;1
404;1 2 mega pixel camera part phone reason good;noturgent;1
405;ev nearli year work great;noturgent;1
406;good transmit audio;noturgent;1
407;send back;noturgent;1
408;not bother contact compani dollar product learn lesson should not bui form onlin anywai;noturgent;1
409;hate barbuda avoid phone mean;noturgent;1
410;great price also;noturgent;1
411;rang decent ev abl roam around hous phone live room recept sound qualiti issu;noturgent;1
412;fast servic;noturgent;1
413;would highli recommend;noturgent;1
414;would recommend;noturgent;1
415;also not like button felt like would crack us;noturgent;1
416;worst phone ever;noturgent;1
417;still infatu phone;noturgent;1
418;freez frequent;noturgent;1
419;kind embarrass us look mostli embarrass child like compani;noturgent;1
420;simpl lightweight great fit;noturgent;1
421;expect better consum experi motorola;noturgent;1
422;horribl tick sound background call never experi;noturgent;1
423;certainli comfort function decent;noturgent;1
424;usual not like headband on lightweight not mess hair;noturgent;1
425;bite disappoint;noturgent;1
426;phone year now tell not great;noturgent;1
427;order soni ericsson 1810 think work that first us;noturgent;1
428;batteri complet useless;noturgent;1
429;big wast time;noturgent;1
430;not wast on;noturgent;1
431;great sound servic;noturgent;1
432;great sound servic;noturgent;1
433;on favorit purchas ever;noturgent;1
434;best bluetooth market;noturgent;1
435;need now servic rush;urgent;0
436;authent leather nice shine comfort recommend case;noturgent;1
437;excit get headset think realli cute;noturgent;1
438;not make mistak;noturgent;1
439;big disappoint calendar sync;noturgent;1
440;phone unus not new;noturgent;1
441;worst custom servic ever;noturgent;1
442;addit ear gel provid instruct whatsoev;noturgent;1
443;defeat purpos bluetooth headset;noturgent;1
444;worth everi penni;noturgent;1
445;excel wallet type phone case;noturgent;1
446;nice headphon price work great;noturgent;1
447;internet excruciatingli slow;noturgent;1
448;comfort wear well probabl import aspect us case;noturgent;1
449;fit like glove strong secur durabl;noturgent;1
450;gosh best phone ever;noturgent;1
451;attract appear good qualiti;noturgent;1
452;love featur form factor;noturgent;1
453;product strong rubber petroleum smell unbear caus return;noturgent;1
454;poor qualiti servic;noturgent;1
455;cabl look thin flimsi scari;noturgent;1
456;great earpiec;noturgent;1
457;excel hand free tool;noturgent;1
458;great us home stereo;noturgent;1
459;good product incred valu;noturgent;1
460;month work flawlessli far;noturgent;1
461;work great;noturgent;1
462;absolut junk;noturgent;1
463;on not work either;noturgent;1
464;batteri life real good;noturgent;1
465;return hour later;noturgent;1
466;great item;noturgent;1
467;not wast monei;noturgent;1
468;love headset;noturgent;1
469;not drain player mai also potenti fry;noturgent;1
470;work perfectli;noturgent;1
471;unreli give;noturgent;1
472;give star sound qualiti;noturgent;1
473;avoid on;noturgent;1
474;revers plug work great;noturgent;1
475;wast littl monei earpiec;noturgent;1
476;good phone;noturgent;1
477;decept fraud sue;noturgent;1
478;best rotat featur help;noturgent;1
479;comfort whole famili;noturgent;1
480;good product good seller;noturgent;1
481;love bluetooth;noturgent;1
482;first not wear well;noturgent;1
483;impress headset plantron;noturgent;1
484;get small ador;noturgent;1
485;great phone;noturgent;1
486;would not recommend bui product;noturgent;1
487;piec junk;noturgent;1
488;poorli construct hing;noturgent;1
489;item great instal let charg overtim work good everi sinc problem;noturgent;1
490;great phone;noturgent;1
491;not bui;noturgent;1
492;excel phone;noturgent;1
493;not chang servic not recommend product;noturgent;1
494;not purchas phone;noturgent;1
495;voic recognit thru handset excel;noturgent;1
496;hand best phone ev ever;noturgent;1
497;work great cat attack phone scratch protect strip instead destroi screen;noturgent;1
498;on work price right;noturgent;1
499;custom servic terribl;noturgent;1
500;batteri life still not long enough motorola razor;noturgent;1
501;send back;noturgent;1
502;now know make wise decis;noturgent;1
503;someon should invent sooner;noturgent;1
504;good price;noturgent;1
505;everyth work first try the devic certainli engin clever wai construct feel good;noturgent;1
506;receiv quickli work great;noturgent;1
507;work great;noturgent;1
508;mani peopl complain find headset microphon weak;noturgent;1
509;t year old nokia 2160 tracfon hold charg lot better;noturgent;1
510;not care consum on bite;noturgent;1
511;good batteri get realli fast;noturgent;1
512;instruct manual lack;noturgent;1
513;also slim enough fit alarm clock dock station without remov case;noturgent;1
514;phone now hold charg like new;noturgent;1
515;batteri unreli well servic us antenna;noturgent;1
516;uncomfort sound qualiti quit poor compar phone razor previou wire headset plug;noturgent;1
517;get lot compliment;noturgent;1
518;definit must state not allow cell phone usag drive;noturgent;1
519;want monei back;noturgent;1
520;love devic;noturgent;1
521;also happi price;noturgent;1
522;order product first unhappi immedi;noturgent;1
523;engag still lack barbuda;noturgent;1
524;abl voic dial car problem;noturgent;1
525;23 bar cell phone home cant not hear anyth;noturgent;1
526;good item low price;noturgent;1
527;howev the inton not best neither game;noturgent;1
528;plug not work well;noturgent;1
529;amazon suck;noturgent;1
530;rip charg ship;noturgent;1
531;comfort;noturgent;1
532;batteri work well replac origin come phone year ago;noturgent;1
533;recept excel;noturgent;1
534;fit comfort either ear sound clear loud charg last coupl dai;noturgent;1
535;clear qualiti sound not mess sound pod sinc sound button headset;noturgent;1
536;long last batteri not recharg frequent flip phone;noturgent;1
537;obvious problem adhes;noturgent;1
538;disappoint;noturgent;1
539;inexpens piec would still expect better qualiti;noturgent;1
540;practic useless not add kind boost recept bui;noturgent;1
541;excel sound qualiti;noturgent;1
542;not happi;noturgent;1
543;piec junk break phone dai;noturgent;1
544;new batteri work great phone;noturgent;1
545;worst custom servic;noturgent;1
546;ev drop phone time sai even concret phone still great knock wood;noturgent;1
547;recept terribl full static;noturgent;1
548;good audio qualiti;noturgent;1
549;littl devic transform organiz capabl make life whole lot easier;noturgent;1
550;sit vehicl cradl belt headset lose signal;noturgent;1
551;jerk phone;noturgent;1
552;work like charm work advertis;noturgent;1
553;comfort nice rang good batteri life;noturgent;1
554;network coverag lo angel horribl;noturgent;1
555;excel starter wireless headset;noturgent;1
556;loudspeak option great bumper light appeal;noturgent;1
557;thing think could improv sound leak headset;noturgent;1
558;first recept suck never bar ever;noturgent;1
559;phone get extrem hot;noturgent;1
560;microphon also work well accord peopl call amplifi everyth;noturgent;1
561;nice design qualiti;noturgent;1
562;also phone drop case not save special drop face;noturgent;1
563;light easi us clear recept transmiss;noturgent;1
564;bad fit wai big;noturgent;1
565;definit not good s11;noturgent;1
566;wast monei;noturgent;1
567;order motorola data cabl get well finish work product;noturgent;1
568;love phone;noturgent;1
569;look headset long time now ev get could not happier;noturgent;1
570;drive along headset start ring reason;noturgent;1
571;displai excel camera good year;noturgent;1
572;batteri life also great;noturgent;1
573;worst phone ev ever month;noturgent;1
574;not good item work start problem auto revers tape player;noturgent;1
575;embarrass also ear hurt try push ear plug ear;noturgent;1
576;protect phone side;noturgent;1
577;averag phone bad batteri life oper weak network;noturgent;1
578;clear skye call long batteri life long rang;noturgent;1
579;solo technolog suck;noturgent;1
580;great hand free devic;noturgent;1
581;even take self portrait outsid exterior displai cool;noturgent;1
582;problem other mention;noturgent;1
583;try mani mani handsfre gadget on final work well;noturgent;1
584;magic help;noturgent;1
585;worst piec crap ever along version custom servic;noturgent;1
586;poor sound qualiti;noturgent;1
587;best phone market;noturgent;1
588;work well;noturgent;1
589;compani ship product promptli work well;noturgent;1
590;exactli want;noturgent;1
591;great deal;noturgent;1
592;excel product satisfi purchas;noturgent;1
593;highli recommend encourag peopl give try;noturgent;1
594;better would expect;noturgent;1
595;us earpiec leav right thing not stai ear;noturgent;1
596;great product price;noturgent;1
597;sound good reason price effect simpl;noturgent;1
598;disappoint;noturgent;1
599;prompt servic;noturgent;1
600;excel product price;noturgent;1
601;pleas headset;noturgent;1
602;not wast monei time;noturgent;1
603;especi love long batteri life;noturgent;1
604;stupid keep bui new charger car charger cradl headphon car kit everi time new phone come;noturgent;1
605;work great;noturgent;1
606;plantron bluetooth excel bui;noturgent;1
607;come version singular nicer cell phone first thing notic realli bad servic;noturgent;1
608;look new earpiec;noturgent;1
609;look new earpiec jawbon era awesom;noturgent;1
610;receiv white color batteri dead coupl hour origin us last week still last longer replac;noturgent;1
611;year batteri complet dead headset;noturgent;1
612;us sever phone two year on best;noturgent;1
613;awesom new look fall 2000;noturgent;1
614;first phone ev cheapli make;noturgent;1
615;att not clear sound distort yell talk;noturgent;1
616;price good;noturgent;1
617;plastic break realli easi clip;noturgent;1
618;not make mistak;noturgent;1
619;forget also mention weird color effect phone;noturgent;1
620;us river spine case fit fine;noturgent;1
621;also area unit break not fond magnet strap;noturgent;1
622;overal psych phone appoint contact get great recept;noturgent;1
623;everi thing phone work perfectli like;noturgent;1
624;anoth note phone appear realli look rather bland especi black model;noturgent;1
625;realli easi;noturgent;1
626;sanyo surviv dozen drop blackton without ill effect;noturgent;1
627;fantast earphon;noturgent;1
628;find cell phone right awai enter car;noturgent;1
629;low qualiti;noturgent;1
630;angri servic must chang qualiti servic;noturgent;1
631;get better recept clariti phone ev;noturgent;1
632;warn stai awai;noturgent;1
633;wish could return unit get back monei;noturgent;1
634;awesom devic work great;noturgent;1
635;us talk r 2 hour batteri would liter drain die;noturgent;1
636;not find bad unit come on arpad would not recommend anyon;noturgent;1
637;displeas;noturgent;1
638;might get defect would not risk bui build qualiti alon;noturgent;1
639;make case small difficult instal;noturgent;1
640;restor phone like new perform;noturgent;1
641;would recommend purchas cabra dc 10 seri work flawlessli moto figur;noturgent;1
642;search internet find on best valu;noturgent;1
643;not fit;noturgent;1
644;happi product;noturgent;1
645;screen size big kei pad light well enough camera qualiti excel camera phone;noturgent;1
646;realli noth bad sai headset;noturgent;1
647;glad find product amazon hard find not high price;noturgent;1
648;portabl work;noturgent;1
649;colleagu now get great recept littl expens perform great;noturgent;1
650;even fulli charg bed turn blue tooth hi fi notic leav morn;noturgent;1
651;ev also problem phone read memori card alwai turn;noturgent;1
652;not good wear hat sunglass;noturgent;1
653;time shipment qualiti product;noturgent;1
654;nice solid keyboard;noturgent;1
655;well make fit surefir perfectli;noturgent;1
656;horribl phone;noturgent;1
657;batteri junk;noturgent;1
658;would recommend other;noturgent;1
659;cant get softwar work comput;noturgent;1
660;disappoint;noturgent;1
661;poor voic clariti;noturgent;1
662;batteri work great;noturgent;1
663;buyer remors on;noturgent;1
664;disappoint accessori on;noturgent;1
665;find inexcus probabl return phone perhap chang carrier;noturgent;1
666;look great strong;noturgent;1
667;mobil servic year now pretti happi;noturgent;1
668;updat procedur difficult cumbersom;noturgent;1
669;disappoint hate anyth ear;noturgent;1
670;great softwar motorola;noturgent;1
671;deliveri time;noturgent;1
672;easi us;noturgent;1
673;uncomfort ear not us 79900 env;noturgent;1
674;volum switch rocket unit destin unknown;noturgent;1
675;hold charg long time reason comfort long wear condit qualiti sound tremend;noturgent;1
676;like return;noturgent;1
677;keyboard realli worthwhil us sturdi enough not expect problem;noturgent;1
678;servic slow despit fact sai rush;urgent;0
679;version bill howev difficult understand even though price plan simpl;noturgent;1
680;charg overnight batteri work great;noturgent;1
681;not regret;noturgent;1
682;love phone;noturgent;1
683;disappoint;noturgent;1
684;not user friendli;noturgent;1
685;unfortun abil actual know receiv call rather import featur phone piti respect;noturgent;1
686;exchang phone even problem;noturgent;1
687;result phone either stick max volum mute;noturgent;1
688;pda rock;noturgent;1
689;super charg us small hybrid palmtop camera cellphon excel role;noturgent;1
690;would definit recommend cabra tk50 look comfort clariti great price;noturgent;1
691;version year ago realli like servic;noturgent;1
692;pretti piec junk;noturgent;1
693;plug wrong size;noturgent;1
694;work describ;noturgent;1
695;save monei ev item month now;noturgent;1
696;bad purchas;noturgent;1
697;well satisfi;noturgent;1
698;bose nois cancel amaz import nec commut;noturgent;1
699;batteri excel bargain;noturgent;1
700;defect crap;noturgent;1
701;would give star abl;noturgent;1
702;wear glass fit fine;noturgent;1
703;sound qualiti devic unaccept unless realli quiet area almost hear noth;noturgent;1
